@relation caracteristicas

@attribute camisa_ned_flanders real
@attribute barba_ned_flanders real
@attribute cabelo_krusty real
@attribute boca_krusty real
@attribute nariz_krusty real
@attribute classe {NedFlanders, Krusty}

@data
0.2584134615384615,0.3442651098901099,0.43440934065934067,0.9194711538461539,0.010302197802197802,Krusty
0.3648695054945055,0.9306318681318682,0.5520260989010989,0.4730425824175824,0.006009615384615385,Krusty
0.018028846153846156,0.32623626373626374,0.10817307692307693,0.2137706043956044,0.0,Krusty
0.31421703296703296,4.512362637362637,0.06438873626373626,0.31078296703296704,0.0,Krusty
0.08842719780219781,20.024038461538463,0.22407280219780218,0.37774725274725274,0.006009615384615385,Krusty
0.7340315934065934,1.2491414835164836,2.4811126373626373,1.6354739010989012,0.0,Krusty
0.07467830882352941,0.805376838235294,0.2665441176470588,0.33662683823529416,5.460707720588235,Krusty
0.12637867647058823,0.8203125,1.1534926470588236,0.18267463235294118,1.5693933823529411,Krusty
0.02527573529411765,1.3200827205882353,0.002297794117647059,0.037913602941176475,0.07123161764705882,Krusty
0.01838235294117647,1.26953125,0.0,0.08386948529411764,0.034466911764705885,Krusty
0.03919766435986159,0.5622837370242215,0.23518598615916955,1.336775519031142,0.09596669550173009,Krusty
0.04916958041958042,0.08741258741258741,1.8069820804195804,1.4600633741258742,0.07512019230769232,Krusty
0.02568122837370242,0.10677984429065746,0.5852616782006921,0.1500324394463668,0.01351643598615917,Krusty
0.008336509146341464,0.15720274390243905,0.8812881097560975,1.7066025152439026,8.472275152439025,Krusty
0.6043198529411765,4.2578125,0.003446691176470588,1.7670036764705883,0.0,Krusty
0.034466911764705885,0.7433363970588235,0.11488970588235295,1.0190716911764706,0.11948529411764706,Krusty
0.009191176470588236,0.41015625,0.0011488970588235295,0.9122242647058824,4.360064338235294,Krusty
0.05974264705882353,7.690716911764706,0.02068014705882353,0.012637867647058825,0.006893382352941176,Krusty
0.01838235294117647,0.6537224264705882,0.0,5.993795955882353,0.08731617647058824,Krusty
0.37109375,2.0978860294117645,0.39407169117647056,1.0225183823529411,0.0011488970588235295,Krusty
0.33547794117647056,0.6732536764705883,0.25275735294117646,1.3407628676470587,0.011488970588235293,Krusty
0.003446691176470588,0.23667279411764705,0.028722426470588237,0.3584558823529412,0.01953125,Krusty
